"hfpxzc href","xxVWCe","MW4etd","UY7F9","W4Efsd","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","doJOZc","lcr4fd href","Cw1rxd 2","R8c4Qb 2","W4Efsd 7"
"https://www.google.com/maps/place/Dr+Anju%27s+Gynae+and+wellness+clinic/data=!4m7!3m6!1s0x396db5be42438cc3:0x32f15a0eb09a0e4d!8m2!3d26.851187!4d75.7787542!16s%2Fg%2F11f79whckw!19sChIJw4xDQr61bTkRTQ6asA5a8TI?authuser=0&hl=en&rclk=1","Dr Anju's Gynae and wellness clinic","5.0","(13)","Obstetrician-gynecologist","·","G-2,Plot no 118, Utsav Residency, 119, opposite Golden thread showroom","Closed","· Opens 10 am","·","099290 17254","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Her compassion and dedication go far beyond a typical consultation.""","","","","",""
"https://www.google.com/maps/place/Dr+Farendra+Bhardwaj/data=!4m7!3m6!1s0x396dc91aa42a0619:0x399961be99786d7!8m2!3d26.7700637!4d75.8546071!16s%2Fg%2F11h_ts5mx0!19sChIJGQYqpBrJbTkR14aX6RuWmQM?authuser=0&hl=en&rclk=1","Dr Farendra Bhardwaj","4.6","(14)","Obstetrician-gynecologist","·","·","Closed","· Opens 9 am","Mahatma gandhi hospital and medical college, Sitapura","095870 27360","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good and polite behaviour, explanation of diagnosis is well,""","","","","","·"
"https://www.google.com/maps/place/Kamlesh+Hospital/data=!4m7!3m6!1s0x396db56cf55b5ff3:0xa05072e492cbd332!8m2!3d26.8415516!4d75.7444852!16s%2Fg%2F11d_8ckm9j!19sChIJ819b9Wy1bTkRMtPLkuRyUKA?authuser=0&hl=en&rclk=1","Kamlesh Hospital","4.6","(150)","Hospital","·","·","Open 24 hours","","RPRW+X6J, behind Hotel Classic","075977 59851","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr nidhi Gupta good behaviour staff good behaviour best treatment""","","","","","·"
"https://www.google.com/maps/place/Dr.Kavita%27s+Gynae+Clinic/data=!4m7!3m6!1s0x396dc9113048f8ff:0xdb3c479d708ab519!8m2!3d26.7987649!4d75.8580117!16s%2Fg%2F11t5qqtjwr!19sChIJ__hIMBHJbTkRGbWKcJ1HPNs?authuser=0&hl=en&rclk=1","Dr.Kavita's Gynae Clinic","4.8","(622)","Obstetrician-gynecologist","·","·","Clinic AGF-03, R-Tech Mall, Capital High Street, Mahal Road, near Akshayapatra Temple","Closed","·","096369 42556","","Website","","On-site services not available","","https://www.drkavitagoel.com/","","Directions","· Opens 10 am"
"https://www.google.com/maps/place/Noble+Vibes+multispeciality+Clinic+and+diagnostics/data=!4m7!3m6!1s0x396dcb0041421a03:0x5be13a549932f996!8m2!3d26.8148602!4d75.7474367!16s%2Fg%2F11zjg3c1qc!19sChIJAxpCQQDLbTkRlvkymVQ64Vs?authuser=0&hl=en&rclk=1","Noble Vibes multispeciality Clinic and diagnostics","5.0","(45)","Hospital","·","gate no. 3, shiv Shakti Nagar, Plot no .36, 37, near, Muhana Mandi Rd","·","Open 24 hours","","090797 12719","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","http://www.noblevibesclinic.com/","","Directions",""
"https://www.google.com/maps/place/Dr.Pratibha+Fetal+Medicine+Centre/data=!4m7!3m6!1s0x396db5c2f28f5969:0xb6ff4cbdbe2369fd!8m2!3d26.8562782!4d75.7695128!16s%2Fg%2F11rrpr20t_!19sChIJaVmP8sK1bTkR_Wkjvr1M_7Y?authuser=0&hl=en&rclk=1","Dr.Pratibha Fetal Medicine Centre","4.9","(170)","Medical clinic","·","71/183, Paramhans Marg, near K.V. No.5","Closed","· Opens 9:30 am","·","085291 51023","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr Pratibha is very experienced","","","","",""
"https://www.google.com/maps/place/ERIN+Clinic+%28Centre+for+women+and+gut+wellness+%29/data=!4m7!3m6!1s0x396dcb074da79357:0x815010082b605dd1!8m2!3d26.814206!4d75.7635685!16s%2Fg%2F11vq2dc8kf!19sChIJV5OnTQfLbTkR0V1gKwgQUIE?authuser=0&hl=en&rclk=1","ERIN Clinic (Centre for women and gut wellness )","5.0","(9)","Gastroenterologist","·","12A - First Floor, Railway Station, Aananda Rd, near Sanganer, near Manglam's Aananda","Closed","· Opens 5 pm","·","097835 40793","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr. Richa is both a fantastic","","","","",""
"https://www.google.com/maps/place/IRA+Clinics/data=!4m7!3m6!1s0x396db5362b87f707:0xaec3d90877747e11!8m2!3d26.8494606!4d75.7789344!16s%2Fg%2F11rsqm_z67!19sChIJB_eHKza1bTkREX50dwjZw64?authuser=0&hl=en&rclk=1","IRA Clinics","4.9","(232)","Obstetrician-gynecologist","·","·","Closed","· Opens 8 am","167A","098291 93517","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr.vipul ji very good knowledgeable physician and best treatment""","","","","","·"
"https://www.google.com/maps/place/IVF+Centre+in+Jaipur+DIVA+IVF+CENTRE/data=!4m7!3m6!1s0x396dca9a9224f1a5:0x9cb570a03de321dd!8m2!3d26.8193875!4d75.7553415!16s%2Fg%2F11fspdy3s5!19sChIJpfEkkprKbTkR3SHjPaBwtZw?authuser=0&hl=en&rclk=1","IVF Centre in Jaipur DIVA IVF CENTRE","3.0","(2)","Obstetrician-gynecologist","·","·","","","Olive Homes, 11-G, Muhana Mandi Rd, near Kesar Nagar Circle","098287 08333","","Directions","","","","","","",""
"https://www.google.com/maps/place/Amrit+Hospital/data=!4m7!3m6!1s0x396dca72f292ca39:0x5cb1f136bf85b59a!8m2!3d26.8151824!4d75.7813755!16s%2Fg%2F11bycgc92t!19sChIJOcqS8nLKbTkRmrWFvzbxsVw?authuser=0&hl=en&rclk=1","Amrit Hospital","4.1","(31)","Hospital","·","·","Closed","· Opens 10 am","Vaidh Vatika, Nagmany Colony, Diggi Malpura Rd","","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","","","",""
"https://www.google.com/maps/place/Gem+Hospital/data=!4m7!3m6!1s0x396dca0b4518b31d:0x3436e439c94389ec!8m2!3d26.8204528!4d75.7845133!16s%2Fg%2F1hjhf7pqg!19sChIJHbMYRQvKbTkR7IlDyTnkNjQ?authuser=0&hl=en&rclk=1","Gem Hospital","3.9","(28)","Private hospital","·","·","Open 24 hours","","New Sanganer Rd","096109 40993","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good Hospital""","","","","","·"
"https://www.google.com/maps/place/Dr.+Asha+Susawat/data=!4m7!3m6!1s0x396db733586b2935:0xe6664f0e85251e40!8m2!3d26.8428147!4d75.830643!16s%2Fg%2F11xnr4dq96!19sChIJNSlrWDO3bTkRQB4lhQ5PZuY?authuser=0&hl=en&rclk=1","Dr. Asha Susawat","5.0","(37)","Obstetrician-gynecologist","·","Amar Plaza, Jagatpura Rd, near TVS Showroom","Open 24 hours","","","","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr. Asha Susawat is a highly skilled gynecologist with a very kind heart.""","","","","",""
"https://www.google.com/maps/place/Dr+Juhi+Gupta+Gynecologist/data=!4m7!3m6!1s0x396db77594c2bc47:0xef0565bcf02537f0!8m2!3d26.889245!4d75.8848771!16s%2Fg%2F11ldm3_7j4!19sChIJR7zClHW3bTkR8Dcl8LxlBe8?authuser=0&hl=en&rclk=1","Dr Juhi Gupta Gynecologist","4.9","(45)","Gynecologist","·","·","prem nagar puliya, Deep Siya Hospital, Agra Rd","Open 24 hours","·","095877 48883","","Website","","On-site services","","https://drjuhiguptagynecologist.com/","","Directions",""
"https://www.google.com/maps/place/Dr+Poonam+Upadhyaya/data=!4m7!3m6!1s0x396db5de037ca25d:0x49ae788faf0c5ec4!8m2!3d26.8401559!4d75.8057584!16s%2Fg%2F11ks2n72d4!19sChIJXaJ8A961bTkRxF4Mr494rkk?authuser=0&hl=en&rclk=1","Dr Poonam Upadhyaya","4.5","(23)","Obstetrician-gynecologist","·","·","Rm No.17, Eternal Hospital, 3 A, Jagatpura Rd, near Jawahar Circle","Closed","·","095491 58888","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best doctor, nicely handle everything and mam  is so experienced""","","https://www.eternalhospital.com/doctor/poonam-upadhyaya","","Directions","· Opens 10 am"
"https://www.google.com/maps/place/Matratva+Fertility+-+Dr.+Deepa+Talreja+%7C+Best+Gynecologist+in+Jaipur+%7C+PCOD+%7C+Infertility/data=!4m7!3m6!1s0x396db7a4ee93853f:0x4ed5e0f945d0a89b!8m2!3d26.8333311!4d75.8089578!16s%2Fg%2F11hyyf_kz3!19sChIJP4WT7qS3bTkRm6jQRfng1U4?authuser=0&hl=en&rclk=1","Matratva Fertility - Dr. Deepa Talreja | Best Gynecologist in Jaipur | PCOD | Infertility","4.9","(180)","Obstetrician-gynecologist","·","C 303","·","Closed","","094626 92691","","Website","","On-site services","","http://matratvaivf.com/","","Directions","· Opens 10 am"
"https://www.google.com/maps/place/clinic/data=!4m7!3m6!1s0x396dc9788596780b:0x6277bb90ca485bbb!8m2!3d26.808411!4d75.8100727!16s%2Fg%2F11r7gvnkj2!19sChIJC3iWhXjJbTkRu1tIypC7d2I?authuser=0&hl=en&rclk=1","clinic","4.8","(6)","Health consultant","·","Dr gangil, 67/20","Closed","· Opens 3 pm","","","","Directions","","","","","","",""
"https://www.google.com/maps/place/Dr+Anupama+Gangwal/data=!4m7!3m6!1s0x396db54115a7707f:0x944b4fadfe5a3956!8m2!3d26.8436425!4d75.7946739!16s%2Fg%2F11gyc1m4f8!19sChIJf3CnFUG1bTkRVjla_q1PS5Q?authuser=0&hl=en&rclk=1","Dr Anupama Gangwal","4.6","(11)","Obstetrician-gynecologist","·","14, Tonk Rd","Closed","· Opens 12 pm","","","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best and senior cosmetic gynaecologist and obstetrician in Jaipur""","","","","",""
"https://www.google.com/maps/place/GEN-X+hospital/data=!4m7!3m6!1s0x396db5bdda300def:0x618a0f4970752a30!8m2!3d26.8397989!4d75.759641!16s%2Fg%2F11p52ndrmg!19sChIJ7w0w2r21bTkRMCp1cEkPimE?authuser=0&hl=en&rclk=1","GEN-X hospital","5.0","(85)","Obstetrician-gynecologist","·","·","5, Pawan Vihar-A","Closed","·","093510 32017","","Website","","On-site services","","https://genxhospitals.com/","","Directions","· Opens 9 am"
"https://www.google.com/maps/place/Dr.+Sunita+Kothari/data=!4m7!3m6!1s0x396db57b7e9f06bd:0xe144e5e3fe9c680c!8m2!3d26.8572156!4d75.7508214!16s%2Fg%2F11r_dqtlv4!19sChIJvQaffnu1bTkRDGic_uPlROE?authuser=0&hl=en&rclk=1","Dr. Sunita Kothari","4.2","(43)","Obstetrician-gynecologist","·","Plot no 83-84, Atulayam heights ,near JC HEIGHTS 12, OPPOSITE DHANVANTARI HOSPITAL, KIDS ACADEMY SCHOOL LANE,SUMER NAGAR,RAGHU VIHAR","Closed","· Opens 7 am","·","095874 00282","","Directions","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Best thing is she is very empathetic about patients and listen them .""","","","","",""
"https://www.google.com/maps/place/Dr+Priyanka+Yadav/data=!4m7!3m6!1s0x396db5455e670a05:0x3781ecee60d8dc69!8m2!3d26.8555002!4d75.7628851!16s%2Fg%2F11svtsl3v3!19sChIJBQpnXkW1bTkRadzYYO7sgTc?authuser=0&hl=en&rclk=1","Dr Priyanka Yadav","5.0","(7)","Gynecologist","·","·","matrutva mother and child clinic, 83/31, Arawali Marg","Open","","","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Dr. Priyanka is highly experienced and very hard working doctor.""","","http://www.matrutva.co/","","Directions","· Closes 5 am · Reopens 9 am"
"https://www.google.com/maps/place/Sparsh+Hospital/data=!4m7!3m6!1s0x396dcbc474c2a133:0xc2106ead10b0d56d!8m2!3d26.8225822!4d75.7799733!16s%2Fg%2F11k59p2jln!19sChIJM6HCdMTLbTkRbdWwEK1uEMI?authuser=0&hl=en&rclk=1","Sparsh Hospital","3.6","(164)","Hospital","·","·","2nd, New Sanganer Rd, near sparsh hospital","Open 24 hours","·","0141 273 3348","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good service treatment under Dr.chirag
Staff and","","https://www.sparshhospital.org/","","Directions",""
"https://www.google.com/maps/place/DR+DEEPA+CHAUDHARY/data=!4m7!3m6!1s0x396db6c23ab01a6d:0xb27f4eae8805a01d!8m2!3d26.9019767!4d75.8365348!16s%2Fg%2F11g7_nt1n0!19sChIJbRqwOsK2bTkRHaAFiK5Of7I?authuser=0&hl=en&rclk=1","DR DEEPA CHAUDHARY","5.0","(2,215)","Obstetrician-gynecologist","·","·","B-2, Govind Marg, near true value Maruti showroom","Closed","·","095092 87711","","Website","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Good best gynecologist in Jaipur Rajasthan great treatment for ladies""","","https://www.drdeepachaudhary.com/","","Directions","· Opens 3 pm"
"https://www.google.com/maps/place/Prakash+Hospital+and+Clinic/data=!4m7!3m6!1s0x396dc98ad0990d93:0xa1760a2e0deee4fc!8m2!3d26.8041845!4d75.8093241!16s%2Fg%2F1tffh549!19sChIJkw2Z0IrJbTkR_OTuDS4KdqE?authuser=0&hl=en&rclk=1","Prakash Hospital and Clinic","3.6","(146)","Obstetrician-gynecologist","·","·","Haldi ghati Gate","Open 24 hours","·","089528 97000","","Website","","On-site services","","https://prakashhospitaljaipur.com/","","Directions",""
